MatchID,OriginID,DestinationID,Weight
1,Huskies_M3,Huskies_D2,3
1,Huskies_M3,Huskies_D3,8
1,Huskies_M3,Huskies_D4,2
1,Huskies_M3,Huskies_D5,6
1,Huskies_M3,Huskies_F2,6
1,Huskies_M3,Huskies_F3,1
1,Huskies_M3,Huskies_M1,9
1,Huskies_M3,Huskies_M2,4
1,Huskies_M4,Huskies_D4,2
1,Huskies_M4,Huskies_F2,2
1,Huskies_M4,Huskies_F3,2
1,Huskies_M4,Huskies_M1,1
1,Huskies_M4,Huskies_M3,2
1,Huskies_M5,Huskies_F2,2
1,Huskies_M5,Huskies_M4,1
1,Opponent1_D1,Opponent1_D1,1
1,Opponent1_D1,Opponent1_D2,1
1,Opponent1_D1,Opponent1_F2,4
1,Opponent1_D1,Opponent1_F4,2
1,Opponent1_D1,Opponent1_F5,2
1,Opponent1_D1,Opponent1_G1,3
1,Opponent1_D1,Opponent1_M1,1
1,Opponent1_D1,Opponent1_M3,1
1,Opponent1_D2,Opponent1_D1,4
1,Opponent1_D2,Opponent1_D3,1
1,Opponent1_D2,Opponent1_F1,4
1,Opponent1_D2,Opponent1_F2,2
1,Opponent1_D2,Opponent1_F3,1
1,Opponent1_D2,Opponent1_G1,2
1,Opponent1_D2,Opponent1_M1,4
1,Opponent1_D2,Opponent1_M2,1
1,Opponent1_D2,Opponent1_M3,3
1,Opponent1_D3,Opponent1_D1,1
1,Opponent1_D3,Opponent1_D2,2
1,Opponent1_D3,Opponent1_D3,1
1,Opponent1_D3,Opponent1_D4,2
1,Opponent1_D3,Opponent1_F2,2
1,Opponent1_D3,Opponent1_F3,3
1,Opponent1_D3,Opponent1_F4,1
1,Opponent1_D3,Opponent1_G1,3
1,Opponent1_D3,Opponent1_M1,4
1,Opponent1_D3,Opponent1_M2,3
1,Opponent1_D3,Opponent1_M3,2
1,Opponent1_D4,Opponent1_D1,1
1,Opponent1_D4,Opponent1_D2,1
1,Opponent1_D4,Opponent1_F5,1
1,Opponent1_D4,Opponent1_G1,1
1,Opponent1_D4,Opponent1_M1,3
1,Opponent1_D4,Opponent1_M3,1
1,Opponent1_F1,Opponent1_D1,2
1,Opponent1_F1,Opponent1_F2,1
1,Opponent1_F1,Opponent1_M1,1
1,Opponent1_F2,Opponent1_D1,2
1,Opponent1_F2,Opponent1_D2,3
1,Opponent1_F2,Opponent1_D3,2
1,Opponent1_F2,Opponent1_D4,1
1,Opponent1_F2,Opponent1_F3,1
1,Opponent1_F2,Opponent1_M1,5
1,Opponent1_F2,Opponent1_M2,2
1,Opponent1_F2,Opponent1_M3,1
1,Opponent1_F3,Opponent1_D3,1
1,Opponent1_F3,Opponent1_F2,1
1,Opponent1_F3,Opponent1_F4,1
1,Opponent1_F3,Opponent1_M1,1
1,Opponent1_F3,Opponent1_M2,2
1,Opponent1_F3,Opponent1_M3,2
1,Opponent1_F4,Opponent1_D3,1
1,Opponent1_F4,Opponent1_F5,1
1,Opponent1_F4,Opponent1_M3,1
1,Opponent1_F5,Opponent1_D2,1
1,Opponent1_F5,Opponent1_M1,1
1,Opponent1_F5,Opponent1_M2,1
1,Opponent1_F5,Opponent1_M3,3
1,Opponent1_G1,Opponent1_D2,2
1,Opponent1_G1,Opponent1_D3,4
1,Opponent1_G1,Opponent1_D4,1
1,Opponent1_G1,Opponent1_F1,1
1,Opponent1_G1,Opponent1_F3,2
1,Opponent1_G1,Opponent1_F4,2
1,Opponent1_G1,Opponent1_F5,1
1,Opponent1_G1,Opponent1_M1,1
1,Opponent1_M1,Opponent1_D1,4
1,Opponent1_M1,Opponent1_D2,4
1,Opponent1_M1,Opponent1_D3,7
1,Opponent1_M1,Opponent1_D4,1
1,Opponent1_M1,Opponent1_F1,2
1,Opponent1_M1,Opponent1_F2,2
1,Opponent1_M1,Opponent1_F3,2
1,Opponent1_M1,Opponent1_F5,2
1,Opponent1_M1,Opponent1_G1,1
1,Opponent1_M1,Opponent1_M2,4
1,Opponent1_M1,Opponent1_M3,3
1,Opponent1_M2,Opponent1_D1,1
1,Opponent1_M2,Opponent1_D2,1
1,Opponent1_M2,Opponent1_D3,3
1,Opponent1_M2,Opponent1_D4,1
1,Opponent1_M2,Opponent1_F2,4
1,Opponent1_M2,Opponent1_F3,1
1,Opponent1_M2,Opponent1_F5,1
1,Opponent1_M2,Opponent1_G1,1
1,Opponent1_M2,Opponent1_M1,2
1,Opponent1_M2,Opponent1_M2,1
1,Opponent1_M2,Opponent1_M3,1
1,Opponent1_M3,Opponent1_D1,1
1,Opponent1_M3,Opponent1_D2,3
1,Opponent1_M3,Opponent1_D3,3
1,Opponent1_M3,Opponent1_D4,1
1,Opponent1_M3,Opponent1_F2,3
1,Opponent1_M3,Opponent1_F3,2
1,Opponent1_M3,Opponent1_F4,2
1,Opponent1_M3,Opponent1_F5,1
1,Opponent1_M3,Opponent1_M1,6
1,Opponent1_M3,Opponent1_M2,5
2,Huskies_D1,Huskies_D2,4
2,Huskies_D1,Huskies_D3,3
2,Huskies_D1,Huskies_D6,5
2,Huskies_D1,Huskies_G1,7
2,Huskies_D1,Huskies_M1,3
2,Huskies_D1,Huskies_M3,1
2,Huskies_D2,Huskies_D1,4
2,Huskies_D2,Huskies_D3,3
2,Huskies_D2,Huskies_G1,1
2,Huskies_D2,Huskies_M1,1
2,Huskies_D2,Huskies_M4,1
2,Huskies_D3,Huskies_D1,3
2,Huskies_D3,Huskies_D2,2
2,Huskies_D3,Huskies_D4,1
2,Huskies_D3,Huskies_F1,2
2,Huskies_D3,Huskies_F2,2
2,Huskies_D3,Huskies_G1,8
2,Huskies_D3,Huskies_M1,1
2,Huskies_D3,Huskies_M3,2
2,Huskies_D4,Huskies_D3,4
2,Huskies_D4,Huskies_F1,1
2,Huskies_D4,Huskies_G1,1
2,Huskies_D4,Huskies_M3,2
2,Huskies_D4,Huskies_M4,1
2,Huskies_D6,Huskies_D6,1
2,Huskies_D6,Huskies_F1,8
2,Huskies_D6,Huskies_F2,2
2,Huskies_D6,Huskies_G1,1
2,Huskies_D6,Huskies_M1,2
2,Huskies_D6,Huskies_M4,2
2,Huskies_F1,Huskies_D6,2
2,Huskies_F1,Huskies_F2,3
2,Huskies_F1,Huskies_M1,2
2,Huskies_F1,Huskies_M4,1
2,Huskies_F1,Huskies_M7,1
2,Huskies_F2,Huskies_D1,1
2,Huskies_F2,Huskies_D2,1
2,Huskies_F2,Huskies_D3,2
2,Huskies_F2,Huskies_D4,3
2,Huskies_F2,Huskies_D6,3
2,Huskies_F2,Huskies_F1,3
2,Huskies_F2,Huskies_M1,3
2,Huskies_F2,Huskies_M2,1
2,Huskies_F2,Huskies_M3,1
2,Huskies_F2,Huskies_M4,1
2,Huskies_G1,Huskies_D1,1
2,Huskies_G1,Huskies_D3,1
2,Huskies_G1,Huskies_D6,1
2,Huskies_G1,Huskies_F1,1
2,Huskies_G1,Huskies_F2,1
2,Huskies_M1,Huskies_D1,3
2,Huskies_M1,Huskies_D2,1
2,Huskies_M1,Huskies_D3,2
2,Huskies_M1,Huskies_D6,8
2,Huskies_M1,Huskies_F1,3
2,Huskies_M1,Huskies_F2,5
2,Huskies_M1,Huskies_G1,1
2,Huskies_M1,Huskies_M3,4
2,Huskies_M1,Huskies_M4,1
2,Huskies_M1,Huskies_M6,1
2,Huskies_M2,Huskies_D4,3
2,Huskies_M2,Huskies_F1,1
2,Huskies_M2,Huskies_F2,1
2,Huskies_M2,Huskies_G1,1
2,Huskies_M2,Huskies_M6,2
2,Huskies_M3,Huskies_D1,3
2,Huskies_M3,Huskies_D2,1
2,Huskies_M3,Huskies_D3,1
2,Huskies_M3,Huskies_D4,6
2,Huskies_M3,Huskies_F1,1
2,Huskies_M3,Huskies_F2,2
2,Huskies_M3,Huskies_G1,1
2,Huskies_M3,Huskies_M1,1
2,Huskies_M3,Huskies_M6,1
2,Huskies_M4,Huskies_D1,1
2,Huskies_M4,Huskies_D3,1
2,Huskies_M4,Huskies_D6,2
2,Huskies_M4,Huskies_F2,2
2,Huskies_M4,Huskies_M1,2
2,Huskies_M4,Huskies_M3,1
2,Huskies_M6,Huskies_D4,2
2,Huskies_M6,Huskies_F2,2
2,Huskies_M6,Huskies_M3,1
2,Opponent2_D1,Opponent2_D2,1
2,Opponent2_D1,Opponent2_D3,2
2,Opponent2_D1,Opponent2_D4,1
2,Opponent2_D1,Opponent2_F1,1
2,Opponent2_D1,Opponent2_F2,2
2,Opponent2_D1,Opponent2_M1,1
2,Opponent2_D1,Opponent2_M2,1
2,Opponent2_D1,Opponent2_M4,2
2,Opponent2_D2,Opponent2_D1,1
2,Opponent2_D2,Opponent2_D3,6
2,Opponent2_D2,Opponent2_D4,7
2,Opponent2_D2,Opponent2_D5,1
2,Opponent2_D2,Opponent2_F1,8
2,Opponent2_D2,Opponent2_F2,4
2,Opponent2_D2,Opponent2_F3,2
2,Opponent2_D2,Opponent2_G1,3
2,Opponent2_D2,Opponent2_M1,12
2,Opponent2_D2,Opponent2_M2,1
2,Opponent2_D2,Opponent2_M3,2
2,Opponent2_D2,Opponent2_M4,8
2,Opponent2_D2,Opponent2_M5,1
2,Opponent2_D3,Opponent2_D1,1
2,Opponent2_D3,Opponent2_D2,10
2,Opponent2_D3,Opponent2_D4,7
2,Opponent2_D3,Opponent2_G1,4
2,Opponent2_D3,Opponent2_M1,1
2,Opponent2_D3,Opponent2_M2,2
2,Opponent2_D3,Opponent2_M3,1
2,Opponent2_D4,Opponent2_D1,1
2,Opponent2_D4,Opponent2_D2,8
2,Opponent2_D4,Opponent2_D3,4
2,Opponent2_D4,Opponent2_D5,2
2,Opponent2_D4,Opponent2_F1,3
2,Opponent2_D4,Opponent2_F2,3
2,Opponent2_D4,Opponent2_F3,3
2,Opponent2_D4,Opponent2_G1,6
2,Opponent2_D4,Opponent2_M1,9
2,Opponent2_D4,Opponent2_M2,5
2,Opponent2_D4,Opponent2_M3,1
2,Opponent2_D4,Opponent2_M4,6
2,Opponent2_D4,Opponent2_M5,2
2,Opponent2_D5,Opponent2_D4,2
2,Opponent2_D5,Opponent2_F2,1
2,Opponent2_D5,Opponent2_F3,3
2,Opponent2_D5,Opponent2_M2,2
2,Opponent2_D5,Opponent2_M4,4
2,Opponent2_D5,Opponent2_M5,4
2,Opponent2_F1,Opponent2_D1,1
2,Opponent2_F1,Opponent2_D2,4
2,Opponent2_F1,Opponent2_D4,2
2,Opponent2_F1,Opponent2_F2,1
2,Opponent2_F1,Opponent2_M1,3
2,Opponent2_F1,Opponent2_M2,2
2,Opponent2_F1,Opponent2_M4,7
2,Opponent2_F2,Opponent2_D1,2
2,Opponent2_F2,Opponent2_D4,2
2,Opponent2_F2,Opponent2_D5,1
2,Opponent2_F2,Opponent2_F1,2
2,Opponent2_F2,Opponent2_F3,2
2,Opponent2_F2,Opponent2_M1,1
2,Opponent2_F2,Opponent2_M2,7
2,Opponent2_F2,Opponent2_M3,1
2,Opponent2_F2,Opponent2_M4,3
2,Opponent2_F3,Opponent2_D2,2
2,Opponent2_F3,Opponent2_D5,5
2,Opponent2_F3,Opponent2_F2,2
2,Opponent2_F3,Opponent2_F3,1
2,Opponent2_F3,Opponent2_M2,5
2,Opponent2_F3,Opponent2_M4,2
2,Opponent2_G1,Opponent2_D2,4
2,Opponent2_G1,Opponent2_D3,3
2,Opponent2_G1,Opponent2_D4,9
2,Opponent2_G1,Opponent2_D5,1
2,Opponent2_G1,Opponent2_M1,2
2,Opponent2_G1,Opponent2_M3,2
2,Opponent2_M1,Opponent2_D1,2
2,Opponent2_M1,Opponent2_D2,4
2,Opponent2_M1,Opponent2_D3,2
2,Opponent2_M1,Opponent2_D4,8
2,Opponent2_M1,Opponent2_D5,1
2,Opponent2_M1,Opponent2_F1,1
2,Opponent2_M1,Opponent2_F2,7
2,Opponent2_M1,Opponent2_F3,2
2,Opponent2_M1,Opponent2_G1,3
2,Opponent2_M1,Opponent2_M2,5
2,Opponent2_M1,Opponent2_M3,2
2,Opponent2_M1,Opponent2_M4,12
2,Opponent2_M1,Opponent2_M5,1
2,Opponent2_M2,Opponent2_D1,1
2,Opponent2_M2,Opponent2_D2,6
2,Opponent2_M2,Opponent2_D3,2
2,Opponent2_M2,Opponent2_D4,3
2,Opponent2_M2,Opponent2_D5,2
2,Opponent2_M2,Opponent2_F1,2
2,Opponent2_M2,Opponent2_F2,7
2,Opponent2_M2,Opponent2_F3,5
2,Opponent2_M2,Opponent2_M1,4
2,Opponent2_M2,Opponent2_M2,2
2,Opponent2_M2,Opponent2_M3,3
2,Opponent2_M2,Opponent2_M4,7
2,Opponent2_M2,Opponent2_M5,5
2,Opponent2_M3,Opponent2_D2,2
2,Opponent2_M3,Opponent2_D3,1
2,Opponent2_M3,Opponent2_D4,2
2,Opponent2_M3,Opponent2_F1,1
2,Opponent2_M3,Opponent2_G1,1
2,Opponent2_M3,Opponent2_M1,2
2,Opponent2_M3,Opponent2_M2,3
2,Opponent2_M3,Opponent2_M4,2
2,Opponent2_M4,Opponent2_D1,1
2,Opponent2_M4,Opponent2_D2,5
2,Opponent2_M4,Opponent2_D3,2
2,Opponent2_M4,Opponent2_D4,6
2,Opponent2_M4,Opponent2_D5,4
2,Opponent2_M4,Opponent2_F1,2
2,Opponent2_M4,Opponent2_F2,4
2,Opponent2_M4,Opponent2_F3,4
2,Opponent2_M4,Opponent2_M1,6
2,Opponent2_M4,Opponent2_M2,7
2,Opponent2_M4,Opponent2_M3,2
2,Opponent2_M4,Opponent2_M5,4
2,Opponent2_M5,Opponent2_D2,2
2,Opponent2_M5,Opponent2_D5,5
2,Opponent2_M5,Opponent2_F2,1
2,Opponent2_M5,Opponent2_F3,3
2,Opponent2_M5,Opponent2_M1,1
2,Opponent2_M5,Opponent2_M2,2
2,Opponent2_M5,Opponent2_M4,1
3,Huskies_D1,Huskies_D2,10
3,Huskies_D1,Huskies_D6,6
3,Huskies_D1,Huskies_F1,1
3,Huskies_D1,Huskies_F2,3
3,Huskies_D1,Huskies_F3,1
3,Huskies_D1,Huskies_G1,9
3,Huskies_D1,Huskies_M1,1
3,Huskies_D1,Huskies_M4,2
3,Huskies_D1,Huskies_M7,4
3,Huskies_D2,Huskies_D1,7
3,Huskies_D2,Huskies_D3,9
3,Huskies_D2,Huskies_F2,6
3,Huskies_D2,Huskies_G1,3
3,Huskies_D2,Huskies_M1,4
3,Huskies_D2,Huskies_M4,3
3,Huskies_D2,Huskies_M6,3
3,Huskies_D2,Huskies_M7,2
3,Huskies_D3,Huskies_D1,3
3,Huskies_D3,Huskies_D2,6
3,Huskies_D3,Huskies_D3,2
3,Huskies_D3,Huskies_D4,13
3,Huskies_D3,Huskies_G1,8
3,Huskies_D3,Huskies_M1,2
3,Huskies_D3,Huskies_M4,3
3,Huskies_D3,Huskies_M6,1
3,Huskies_D3,Huskies_M7,3
3,Huskies_D4,Huskies_D1,1
3,Huskies_D4,Huskies_D2,2
3,Huskies_D4,Huskies_D3,6
3,Huskies_D4,Huskies_D4,1
3,Huskies_D4,Huskies_F1,1
3,Huskies_D4,Huskies_F2,1
3,Huskies_D4,Huskies_G1,1
3,Huskies_D4,Huskies_M1,4
3,Huskies_D4,Huskies_M4,2
3,Huskies_D6,Huskies_D1,4
3,Huskies_D6,Huskies_D2,1
3,Huskies_D6,Huskies_D6,1
3,Huskies_D6,Huskies_F2,6
3,Huskies_D6,Huskies_F3,2
3,Huskies_D6,Huskies_G1,2
3,Huskies_D6,Huskies_M1,1
3,Huskies_D6,Huskies_M6,3
3,Huskies_D6,Huskies_M7,1
3,Huskies_F1,Huskies_D6,1
3,Huskies_F1,Huskies_M6,1
3,Huskies_F2,Huskies_D1,2
3,Huskies_F2,Huskies_D2,1
3,Huskies_F2,Huskies_D3,2
3,Huskies_F2,Huskies_D6,9
3,Huskies_F2,Huskies_F1,2
3,Huskies_F2,Huskies_F3,4
3,Huskies_F2,Huskies_M1,2
3,Huskies_F2,Huskies_M4,2
3,Huskies_F2,Huskies_M6,6
3,Huskies_F2,Huskies_M8,1
3,Huskies_F3,Huskies_D3,1
3,Huskies_F3,Huskies_D6,2
3,Huskies_F3,Huskies_F2,3
3,Huskies_F3,Huskies_M1,2
3,Huskies_F3,Huskies_M6,1
3,Huskies_G1,Huskies_D1,2
3,Huskies_G1,Huskies_D2,3
3,Huskies_G1,Huskies_D3,6
3,Huskies_G1,Huskies_D6,2
3,Huskies_G1,Huskies_F1,4
3,Huskies_G1,Huskies_F2,2
3,Huskies_G1,Huskies_F3,1
3,Huskies_G1,Huskies_M1,3
3,Huskies_G1,Huskies_M4,1
3,Huskies_M1,Huskies_D1,4
3,Huskies_M1,Huskies_D2,2
3,Huskies_M1,Huskies_D3,3
3,Huskies_M1,Huskies_D4,3
3,Huskies_M1,Huskies_D6,1
3,Huskies_M1,Huskies_F1,1
3,Huskies_M1,Huskies_F2,6
3,Huskies_M1,Huskies_F3,2
3,Huskies_M1,Huskies_M4,5
3,Huskies_M1,Huskies_M6,4
3,Huskies_M1,Huskies_M7,3
3,Huskies_M4,Huskies_D1,3
3,Huskies_M4,Huskies_D2,3
3,Huskies_M4,Huskies_D3,2
3,Huskies_M4,Huskies_D4,1
3,Huskies_M4,Huskies_D6,2
3,Huskies_M4,Huskies_F2,4
3,Huskies_M4,Huskies_F3,1
3,Huskies_M4,Huskies_G1,1
3,Huskies_M4,Huskies_M1,7
3,Huskies_M6,Huskies_D4,8
3,Huskies_M6,Huskies_F2,4
3,Huskies_M6,Huskies_F3,1
3,Huskies_M6,Huskies_M1,3
3,Huskies_M6,Huskies_M7,4
3,Huskies_M6,Huskies_M8,1
3,Huskies_M7,Huskies_D1,3
3,Huskies_M7,Huskies_D2,1
3,Huskies_M7,Huskies_D3,3
3,Huskies_M7,Huskies_D4,1
3,Huskies_M7,Huskies_D6,3
3,Huskies_M7,Huskies_F2,2
3,Huskies_M7,Huskies_G1,2
3,Huskies_M7,Huskies_M1,5
3,Huskies_M7,Huskies_M6,2
3,Huskies_M8,Huskies_D6,1
3,Huskies_M8,Huskies_M1,1
3,Opponent3_D1,Opponent3_D2,6
3,Opponent3_D1,Opponent3_D3,12
3,Opponent3_D1,Opponent3_D4,8
3,Opponent3_D1,Opponent3_F1,1
3,Opponent3_D1,Opponent3_F2,8
3,Opponent3_D1,Opponent3_G1,16
3,Opponent3_D1,Opponent3_M1,5
3,Opponent3_D1,Opponent3_M3,6
3,Opponent3_D1,Opponent3_M4,3
3,Opponent3_D1,Opponent3_M5,1
3,Opponent3_D2,Opponent3_D1,3
3,Opponent3_D2,Opponent3_D3,14
3,Opponent3_D2,Opponent3_F1,1
3,Opponent3_D2,Opponent3_F2,2
3,Opponent3_D2,Opponent3_F3,1
3,Opponent3_D2,Opponent3_G1,5
3,Opponent3_D2,Opponent3_M1,16
3,Opponent3_D2,Opponent3_M2,5
3,Opponent3_D2,Opponent3_M3,1
3,Opponent3_D2,Opponent3_M4,5
3,Opponent3_D3,Opponent3_D1,12
3,Opponent3_D3,Opponent3_D2,12
3,Opponent3_D3,Opponent3_D4,5
3,Opponent3_D3,Opponent3_D5,2
3,Opponent3_D3,Opponent3_F1,1
3,Opponent3_D3,Opponent3_F2,2
3,Opponent3_D3,Opponent3_G1,7
3,Opponent3_D3,Opponent3_M1,3
3,Opponent3_D3,Opponent3_M2,1
3,Opponent3_D3,Opponent3_M3,3
3,Opponent3_D3,Opponent3_M4,1
3,Opponent3_D4,Opponent3_D1,11
3,Opponent3_D4,Opponent3_D3,2
3,Opponent3_D4,Opponent3_F1,2
3,Opponent3_D4,Opponent3_F2,2
3,Opponent3_D4,Opponent3_M1,2
3,Opponent3_D4,Opponent3_M3,10
3,Opponent3_D4,Opponent3_M4,3
3,Opponent3_D4,Opponent3_M5,2
3,Opponent3_D5,Opponent3_D2,1
3,Opponent3_D5,Opponent3_D3,2
3,Opponent3_D5,Opponent3_M3,3
3,Opponent3_D5,Opponent3_M4,1
3,Opponent3_F1,Opponent3_D4,1
3,Opponent3_F1,Opponent3_F2,1
3,Opponent3_F1,Opponent3_M1,4
3,Opponent3_F1,Opponent3_M2,1
3,Opponent3_F1,Opponent3_M4,5
3,Opponent3_F2,Opponent3_D1,5
3,Opponent3_F2,Opponent3_D2,1
3,Opponent3_F2,Opponent3_D3,3
3,Opponent3_F2,Opponent3_D4,3
3,Opponent3_F2,Opponent3_F1,4
3,Opponent3_F2,Opponent3_M1,6
3,Opponent3_F2,Opponent3_M3,4
3,Opponent3_F2,Opponent3_M4,2
3,Opponent3_F3,Opponent3_D4,1
3,Opponent3_F3,Opponent3_M1,1
3,Opponent3_F3,Opponent3_M4,2
3,Opponent3_G1,Opponent3_D1,6
3,Opponent3_G1,Opponent3_D2,12
3,Opponent3_G1,Opponent3_D3,7
3,Opponent3_G1,Opponent3_F1,2
3,Opponent3_G1,Opponent3_F2,1
3,Opponent3_G1,Opponent3_F3,1
3,Opponent3_G1,Opponent3_M1,3
3,Opponent3_G1,Opponent3_M3,1
3,Opponent3_M1,Opponent3_D1,10
3,Opponent3_M1,Opponent3_D2,10
3,Opponent3_M1,Opponent3_D3,3
3,Opponent3_M1,Opponent3_D4,4
3,Opponent3_M1,Opponent3_F1,4
3,Opponent3_M1,Opponent3_F2,7
3,Opponent3_M1,Opponent3_F3,3
3,Opponent3_M1,Opponent3_M2,2
3,Opponent3_M1,Opponent3_M3,9
3,Opponent3_M1,Opponent3_M4,14
3,Opponent3_M1,Opponent3_M5,1
3,Opponent3_M2,Opponent3_D2,3
3,Opponent3_M2,Opponent3_F1,1
3,Opponent3_M2,Opponent3_F2,1
3,Opponent3_M2,Opponent3_G1,1
3,Opponent3_M2,Opponent3_M1,3
3,Opponent3_M2,Opponent3_M3,2
3,Opponent3_M2,Opponent3_M4,2
3,Opponent3_M3,Opponent3_D1,5
3,Opponent3_M3,Opponent3_D2,6
3,Opponent3_M3,Opponent3_D3,2
3,Opponent3_M3,Opponent3_D4,6
3,Opponent3_M3,Opponent3_D5,2
3,Opponent3_M3,Opponent3_F1,2
3,Opponent3_M3,Opponent3_F2,4
3,Opponent3_M3,Opponent3_M1,12
3,Opponent3_M3,Opponent3_M2,1
3,Opponent3_M3,Opponent3_M3,1
3,Opponent3_M3,Opponent3_M4,10
3,Opponent3_M3,Opponent3_M5,1
3,Opponent3_M4,Opponent3_D1,1
3,Opponent3_M4,Opponent3_D2,4
3,Opponent3_M4,Opponent3_D3,1
3,Opponent3_M4,Opponent3_D4,6
3,Opponent3_M4,Opponent3_F1,6
3,Opponent3_M4,Opponent3_F2,2
3,Opponent3_M4,Opponent3_G1,1
3,Opponent3_M4,Opponent3_M1,14
3,Opponent3_M4,Opponent3_M2,3
3,Opponent3_M4,Opponent3_M3,5
3,Opponent3_M4,Opponent3_M5,2
3,Opponent3_M5,Opponent3_D1,2
3,Opponent3_M5,Opponent3_D3,1
3,Opponent3_M5,Opponent3_D4,1
3,Opponent3_M5,Opponent3_M1,2
3,Opponent3_M5,Opponent3_M3,2
4,Huskies_D1,Huskies_D2,7
4,Huskies_D1,Huskies_D4,1
4,Huskies_D1,Huskies_D5,14
4,Huskies_D1,Huskies_F2,2
4,Huskies_D1,Huskies_G1,6
4,Huskies_D1,Huskies_M1,2
4,Huskies_D1,Huskies_M2,2
4,Huskies_D1,Huskies_M3,3
4,Huskies_D1,Huskies_M4,1
4,Huskies_D1,Huskies_M9,1
4,Huskies_D2,Huskies_D1,7
4,Huskies_D2,Huskies_D4,13
4,Huskies_D2,Huskies_D5,2
4,Huskies_D2,Huskies_F2,1
4,Huskies_D2,Huskies_G1,7
4,Huskies_D2,Huskies_M1,1
4,Huskies_D2,Huskies_M3,6
4,Huskies_D2,Huskies_M4,6
4,Huskies_D4,Huskies_D2,8
4,Huskies_D4,Huskies_D5,1
4,Huskies_D4,Huskies_F2,6
4,Huskies_D4,Huskies_F3,3
4,Huskies_D4,Huskies_G1,2
4,Huskies_D4,Huskies_M1,2
